project,Buginducing,Date,Modifiedfiles,LOC,TotalFixing,Bugfixing,FixingFiles,Tag,commitmessage
softwareQinc/qpp,99d18ded76857e664ca8ba64104c456617efe0d8,2015-10-16T22:38:39Z,"{'CHANGES': 1, 'doc/html/_r_e_a_d_m_e_8md.html': 2, 'doc/html/annotated.html': 42, 'doc/html/classes.html': 29, 'doc/html/classqpp_1_1_codes-members.html': 2, 'doc/html/classqpp_1_1_codes.html': 2, 'doc/html/classqpp_1_1_exception-members.html': 2, 'doc/html/classqpp_1_1_exception.html': 2, 'doc/html/classqpp_1_1_gates-members.html': 2, 'doc/html/classqpp_1_1_gates.html': 2, 'doc/html/classqpp_1_1_i_display-members.html': 2, 'doc/html/classqpp_1_1_i_display.html': 2, 'doc/html/classqpp_1_1_init-members.html': 2, 'doc/html/classqpp_1_1_init.html': 2, 'doc/html/classqpp_1_1_random_devices-members.html': 2, 'doc/html/classqpp_1_1_random_devices.html': 2, 'doc/html/classqpp_1_1_states-members.html': 2, 'doc/html/classqpp_1_1_states.html': 2, 'doc/html/classqpp_1_1_timer-members.html': 2, 'doc/html/classqpp_1_1_timer.html': 2, 'doc/html/classqpp_1_1experimental_1_1_matrix_view-members.html': 95, 'doc/html/classqpp_1_1experimental_1_1_matrix_view.html': 259, 'doc/html/classqpp_1_1experimental_1_1_matrix_view.js': 8, 'doc/html/classqpp_1_1internal_1_1_i_o_manip_eigen-members.html': 2, 'doc/html/classqpp_1_1internal_1_1_i_o_manip_eigen.html': 2, 'doc/html/classqpp_1_1internal_1_1_i_o_manip_pointer-members.html': 2, 'doc/html/classqpp_1_1internal_1_1_i_o_manip_pointer.html': 2, 'doc/html/classqpp_1_1internal_1_1_i_o_manip_range-members.html': 2, 'doc/html/classqpp_1_1internal_1_1_i_o_manip_range.html': 2, 'doc/html/classqpp_1_1internal_1_1_singleton-members.html': 2, 'doc/html/classqpp_1_1internal_1_1_singleton.html': 2, 'doc/html/codes_8h.html': 2, 'doc/html/codes_8h_source.html': 2, 'doc/html/constants_8h.html': 2, 'doc/html/constants_8h_source.html': 2, 'doc/html/dir_0287916e3084ede6e6e90e400eca2f39.html': 2, 'doc/html/dir_26e95c14e39a3b2aa874b4ad85a981a5.html': 2, 'doc/html/dir_7374381ecdb819c64ee9b6ea2bd3370d.html': 2, 'doc/html/dir_8c0381a6091af7a47ae909a45b674508.html': 2, 'doc/html/dir_8c0381a6091af7a47ae909a45b674508.js': 2, 'doc/html/dir_b02e4219757ae4e3a0f1714873865bbf.html': 2, 'doc/html/entanglement_8h.html': 2, 'doc/html/entanglement_8h_source.html': 2, 'doc/html/entropies_8h.html': 2, 'doc/html/entropies_8h_source.html': 2, 'doc/html/exception_8h.html': 2, 'doc/html/exception_8h_source.html': 2, 'doc/html/experimental_8h.html': 18, 'doc/html/experimental_8h.js': 8, 'doc/html/experimental_8h_source.html': 41, 'doc/html/files.html': 2, 'doc/html/functions.html': 30, 'doc/html/functions_8h.html': 2, 'doc/html/functions_8h_source.html': 2, 'doc/html/functions_enum.html': 2, 'doc/html/functions_func.html': 25, 'doc/html/functions_rela.html': 2, 'doc/html/functions_vars.html': 5, 'doc/html/gates_8h.html': 2, 'doc/html/gates_8h_source.html': 2, 'doc/html/globals.html': 2, 'doc/html/globals_defs.html': 2, 'doc/html/graph_legend.html': 2, 'doc/html/hierarchy.html': 33, 'doc/html/hierarchy.js': 1, 'doc/html/idisplay_8h.html': 2, 'doc/html/idisplay_8h_source.html': 2, 'doc/html/index.html': 2, 'doc/html/inherit_graph_1.map': 6, 'doc/html/inherit_graph_1.md5': 2, 'doc/html/inherit_graph_1.png': 0, 'doc/html/inherit_graph_10.map': 5, 'doc/html/inherit_graph_10.md5': 1, 'doc/html/inherit_graph_10.png': 0, 'doc/html/inherit_graph_2.map': 7, 'doc/html/inherit_graph_2.md5': 2, 'doc/html/inherit_graph_2.png': 0, 'doc/html/inherit_graph_3.map': 4, 'doc/html/inherit_graph_3.md5': 2, 'doc/html/inherit_graph_3.png': 0, 'doc/html/inherit_graph_4.map': 4, 'doc/html/inherit_graph_4.md5': 2, 'doc/html/inherit_graph_4.png': 0, 'doc/html/inherit_graph_5.map': 4, 'doc/html/inherit_graph_5.md5': 2, 'doc/html/inherit_graph_5.png': 0, 'doc/html/inherit_graph_6.map': 4, 'doc/html/inherit_graph_6.md5': 2, 'doc/html/inherit_graph_6.png': 0, 'doc/html/inherit_graph_7.map': 3, 'doc/html/inherit_graph_7.md5': 2, 'doc/html/inherit_graph_7.png': 0, 'doc/html/inherit_graph_8.map': 4, 'doc/html/inherit_graph_8.md5': 2, 'doc/html/inherit_graph_8.png': 0, 'doc/html/inherit_graph_9.map': 6, 'doc/html/inherit_graph_9.md5': 2, 'doc/html/inherit_graph_9.png': 0, 'doc/html/inherits.html': 24, 'doc/html/init_8h.html': 2, 'doc/html/init_8h_source.html': 2, 'doc/html/input__output_8h.html': 2, 'doc/html/input__output_8h_source.html': 2, 'doc/html/instruments_8h.html': 2, 'doc/html/instruments_8h_source.html': 2, 'doc/html/iomanip_8h.html': 2, 'doc/html/iomanip_8h_source.html': 2, 'doc/html/macros_8h.html': 2, 'doc/html/macros_8h_source.html': 2, 'doc/html/matlab_8h.html': 2, 'doc/html/matlab_8h_source.html': 2, 'doc/html/md___users_vlad__dropbox_programming_cpp_qpp_clion__r_e_a_d_m_e.html': 2, 'doc/html/namespacemembers.html': 2, 'doc/html/namespacemembers_a.html': 2, 'doc/html/namespacemembers_b.html': 2, 'doc/html/namespacemembers_c.html': 2, 'doc/html/namespacemembers_d.html': 2, 'doc/html/namespacemembers_e.html': 2, 'doc/html/namespacemembers_f.html': 2, 'doc/html/namespacemembers_func.html': 11, 'doc/html/namespacemembers_g.html': 2, 'doc/html/namespacemembers_h.html': 2, 'doc/html/namespacemembers_i.html': 2, 'doc/html/namespacemembers_k.html': 2, 'doc/html/namespacemembers_l.html': 2, 'doc/html/namespacemembers_m.html': 9, 'doc/html/namespacemembers_n.html': 2, 'doc/html/namespacemembers_o.html': 2, 'doc/html/namespacemembers_p.html': 2, 'doc/html/namespacemembers_q.html': 2, 'doc/html/namespacemembers_r.html': 2, 'doc/html/namespacemembers_s.html': 2, 'doc/html/namespacemembers_t.html': 2, 'doc/html/namespacemembers_type.html': 2, 'doc/html/namespacemembers_u.html': 2, 'doc/html/namespacemembers_v.html': 2, 'doc/html/namespacemembers_vars.html': 2, 'doc/html/namespacemembers_x.html': 2, 'doc/html/namespaceqpp.html': 2, 'doc/html/namespaceqpp.js': 1, 'doc/html/namespaceqpp_1_1experimental.html': 39, 'doc/html/namespaceqpp_1_1experimental.js': 4, 'doc/html/namespaceqpp_1_1internal.html': 2, 'doc/html/namespaces.html': 2, 'doc/html/navtreedata.js': 2, 'doc/html/navtreeindex0.js': 348, 'doc/html/navtreeindex1.js': 22, 'doc/html/number__theory_8h.html': 2, 'doc/html/number__theory_8h_source.html': 2, 'doc/html/operations_8h.html': 2, 'doc/html/operations_8h_source.html': 2, 'doc/html/pages.html': 2, 'doc/html/qpp_8h.html': 2, 'doc/html/qpp_8h_source.html': 2, 'doc/html/random_8h.html': 2, 'doc/html/random_8h_source.html': 2, 'doc/html/random__devices_8h.html': 2, 'doc/html/random__devices_8h_source.html': 2, 'doc/html/singleton_8h.html': 2, 'doc/html/singleton_8h_source.html': 2, 'doc/html/states_8h.html': 2, 'doc/html/states_8h_source.html': 2, 'doc/html/statistics_8h.html': 2, 'doc/html/statistics_8h_source.html': 2, 'doc/html/structqpp_1_1is__complex.html': 2, 'doc/html/structqpp_1_1is__complex_3_01std_1_1complex_3_01_t_01_4_01_4.html': 2, 'doc/html/structqpp_1_1is__iterable.html': 2, 'doc/html/structqpp_1_1is__iterable_3_01_t_00_01to__void_3_01decltype_07std_1_1declval_3_01_t_01_4_07_08_8b9d39a7d62e9cf13651119292b7aa4db.html': 2, 'doc/html/structqpp_1_1is__matrix__expression.html': 2, 'doc/html/structqpp_1_1is__matrix__expression_3_01typename_01_eigen_1_1_matrix_base_3_01_derived_01_4_01_4.html': 2, 'doc/html/timer_8h.html': 2, 'doc/html/timer_8h_source.html': 2, 'doc/html/traits_8h.html': 2, 'doc/html/traits_8h_source.html': 2, 'doc/html/types_8h.html': 2, 'doc/html/types_8h_source.html': 2, 'doc/html/util_8h.html': 2, 'doc/html/util_8h_source.html': 2, 'doc/refman.pdf': 0, 'examples/_test.cpp': 23, 'include/experimental/experimental.h': 29}",1423,2,"{'aebeaca7bd9820e86a3be9ceb5bd16b00bae9517', '11fb0ccb723d5a87d64ceae684686e6469cad295'}","{'CHANGES', 'doc/html/functions.html'}",Unclear,
QMCPACK/qmcpack,29fbf1aaf27aa5f81717e08984c527947a24b070,2020-08-20T21:04:23Z,"{'src/QMCWaveFunctions/Fermion/DiracDeterminant.cpp': 33, 'src/QMCWaveFunctions/tests/FakeSPO.cpp': 8}",41,1,{'67b6bcbf935ce09eb86a57065e4a118050dd20a6'},{'src/QMCWaveFunctions/Fermion/DiracDeterminant.cpp'},TRUE,
QuantumPackage/qp2,1db247b27e872ad226b59cded5df1b10ca7ef823,2019-07-02T20:52:47Z,"{'src/casscf/bielec_natorb.irp.f': 44, 'src/casscf/gradient.irp.f': 26, 'src/casscf/hessian.irp.f': 62, 'src/casscf/mcscf_fock.irp.f': 4, 'src/casscf/natorb.irp.f': 4, 'src/casscf/neworbs.irp.f': 8, 'src/casscf/tot_en.irp.f': 36}",184,1,{'9c1932eb042adf9cc7c5792fab87466f8c54d69a'},{'src/casscf/hessian.irp.f'},TRUE,
QMCPACK/qmcpack,17ce9032124fb882901cabeea3088d8542717f13,2008-04-20T01:06:16Z,{'src/QMCWaveFunctions/EinsplineSetBuilder.cpp': 8},8,1,{'0216bc69d5bba8cb456e14810c519bb5cf064597'},{'src/QMCWaveFunctions/EinsplineSetBuilder.cpp'},TRUE,
cp2k/cp2k,dab02f93eaf6298f08a5c87481ba4cf7870b62ea,2006-03-03T20:57:59Z,"{'src/cp_ddapc.F': 65, 'src/cp_ddapc_forces.F': 156, 'tests/QS/regtest-gpw/TEST_FILES_RESET': 2}",223,4,"{'bb42a92e9bd35ad2e8b94fc6579c2a8603091bcd', 'af30b0fc0d66b64188d332d3bf7c505f0307be9f', 'b075cfc0fbb08bc3806e14e06ac2deb60b3a9335', '6531efb824d50329c64d81267805a9cd64f6022e'}",{'src/cp_ddapc_forces.F'},FALSE,
hande-qmc/hande,37b4a0a54771a208b14aa6a30b88a80e42ba683a,2016-11-18T16:32:37Z,"{'src/ccmc.F90': 18, 'src/ccmc_selection.f90': 2, 'src/energy_evaluation.F90': 5, 'src/qmc_common.F90': 18, 'src/qmc_data.f90': 3, 'src/qmc_io.f90': 18}",64,2,"{'068163c392325fcd89e7f3a780a271909ca97b8f', '67df4a3d19852bfcd2f31306c51beba147258a0c'}","{'src/ccmc_selection.f90', 'src/qmc_common.F90'}",TRUE,
lneuhaus/pyrpl,792bfd10eeea2c1b4593fc69a22210a1fcc077d8,2017-01-19T12:17:43Z,"{'pyrpl/attributes.py': 9, 'pyrpl/pyrpl.py': 2}",11,2,"{'cd7d09f09205b34811f7a6640701e43bbb6583c1', 'ded6c79e54d906ef411716c7c0b15c3a5f85c498'}",{'pyrpl/attributes.py'},TRUE,
cp2k/cp2k,6e65f2c16137683a5f3cc212b1491f304c59d474,2018-07-22T11:39:34Z,"{'tools/toolchain/README_FOR_DEVELOPERS': 3, 'tools/toolchain/install_cp2k_toolchain.sh': 1, 'tools/toolchain/scripts/get_openblas_arch.sh': 3, 'tools/toolchain/scripts/install_acml.sh': 1, 'tools/toolchain/scripts/install_binutils.sh': 2, 'tools/toolchain/scripts/install_cmake.sh': 2, 'tools/toolchain/scripts/install_elpa.sh': 2, 'tools/toolchain/scripts/install_fftw.sh': 2, 'tools/toolchain/scripts/install_gcc.sh': 2, 'tools/toolchain/scripts/install_lcov.sh': 2, 'tools/toolchain/scripts/install_libint.sh': 2, 'tools/toolchain/scripts/install_libsmm.sh': 1, 'tools/toolchain/scripts/install_libxc.sh': 2, 'tools/toolchain/scripts/install_libxsmm.sh': 2, 'tools/toolchain/scripts/install_make.sh': 2, 'tools/toolchain/scripts/install_metis.sh': 1, 'tools/toolchain/scripts/install_mkl.sh': 1, 'tools/toolchain/scripts/install_mpich.sh': 2, 'tools/toolchain/scripts/install_openblas.sh': 2, 'tools/toolchain/scripts/install_openmpi.sh': 2, 'tools/toolchain/scripts/install_parmetis.sh': 2, 'tools/toolchain/scripts/install_pexsi.sh': 2, 'tools/toolchain/scripts/install_ptscotch.sh': 2, 'tools/toolchain/scripts/install_quip.sh': 2, 'tools/toolchain/scripts/install_reflapack.sh': 2, 'tools/toolchain/scripts/install_scalapack.sh': 2, 'tools/toolchain/scripts/install_superlu.sh': 2, 'tools/toolchain/scripts/install_valgrind.sh': 2, 'tools/toolchain/scripts/package_versions.sh': 23}",76,2,"{'5a9532da994a555304023f26d4752a23028b0d1b', '45c01ce062521fe31e5873c80f69dd60de834687'}","{'tools/toolchain/scripts/install_libxsmm.sh', 'tools/toolchain/scripts/install_lcov.sh'}",TRUE,
m-labs/artiq,907af25a697e9867b0253488ea2e7a5e7f4e89f0,2018-01-03T16:32:18Z,"{'artiq/gateware/serwb/core.py': 54, 'artiq/gateware/serwb/kusphy.py': 21, 'artiq/gateware/serwb/phy.py': 1, 'artiq/gateware/serwb/s7phy.py': 21, 'artiq/gateware/serwb/scrambler.py': 99}",196,1,{'520aade8fe09a3b90a3290905350a6ee449045e9'},{'artiq/gateware/serwb/scrambler.py'},TRUE,
XanaduAI/strawberryfields,1ed31fb270de106b4f21024e99ebca123c5d9021,2019-01-23T23:14:33Z,{'strawberryfields/decompositions.py': 12},12,2,"{'cfa8bf24c4985198f0b5eeb0144dedfd8e5eb78d', '2b88411b16d437405d3abd7b1c9e389ecb0ac09b'}",{'strawberryfields/decompositions.py'},TRUE,
cp2k/cp2k,5d7073f4c943834eefe6a2f0054484c0a9813a6f,2007-03-14T21:21:25Z,"{'src/input_constants.F': 3, 'src/input_cp2k_motion.F': 17, 'src/mc_control.F': 20, 'src/mc_coordinates.F': 3, 'src/mc_ensembles.F': 340, 'src/mc_run.F': 27, 'src/mc_types.F': 40, 'tests/MC/regtest/GEMC_NVT_box1.inp': 2, 'tests/MC/regtest/GEMC_NVT_box2.inp': 2, 'tests/MC/regtest/GEMC_NpT_box1.inp': 2, 'tests/MC/regtest/GEMC_NpT_box2.inp': 2, 'tests/MC/regtest/GEMC_swap_box1.inp': 2, 'tests/MC/regtest/GEMC_swap_box2.inp': 2, 'tests/MC/regtest/MC_Fist_box1.inp': 2, 'tests/MC/regtest/MC_Fist_box2.inp': 2, 'tests/MC/regtest/MC_KG.inp': 2, 'tests/MC/regtest/MC_QS.inp': 2, 'tests/MC/regtest/TEST_FILES': 2, 'tests/MC/regtest/canonical.inp': 2, 'tests/MC/regtest/canonical_bias.inp': 2, 'tests/MC/regtest/virial.inp': 122, 'tests/TEST_TYPES': 3}",601,5,"{'b5f3e387bc5b71ebdc9aa26b8c3561d1ca9eeb13', 'fea7bb4bbb4eaa5a6ecc932d9edc63f126081ebb', 'b8d84a3028467920ecf5e685286aace5042ee5ce', '11f27c07911cd17cbd6416923a1068d77b1a6f46', '2206296ad78eaa0ba1c4daeda34e1cf8bfce53bd'}","{'src/mc_ensembles.F', 'src/mc_run.F', 'src/mc_control.F', 'src/motion/mc/mc_types.F', 'tests/MC/regtest/TEST_FILES', 'src/motion/mc/mc_ensembles.F'}",FALSE,
Qiskit/qiskit-ibmq-provider,af4f413cfb019517f2dd3f9f98dc05073f80add5,2019-12-04T20:19:59Z,"{'CHANGELOG.md': 8, 'qiskit/providers/ibmq/job/ibmqjob.py': 17, 'test/ibmq/test_ibmq_job.py': 23}",48,7,"{'b6f747f0bb5c6f038b9180227a7afd381bf94984', '075389d13d4f7428d2aa829131156a0e02f51ca4', 'e1b319f3f49754008844fd22a7043af1b806ffe7', 'd17c8552e39a43631b024e942672c6b1f021376e', '17213c4fd9df91531527c4ef986cad1b9a408d9a', '51772f16343f9a656f7751f665f3584377a6e3e4', '26b7bfd9204f377868cda12faf0a1d3b25f31f30'}","{'test/ibmq/test_ibmq_job.py', 'qiskit/providers/ibmq/job/ibmqjob.py', 'CHANGELOG.md'}",TRUE,
QuTech-Delft/qtt,b49491312a1967093398caf9be7c03aef4610a75,2018-06-06T15:23:17Z,{'qtt/__init__.py': 5},5,1,{'fd4ca3b80126b64a27dad1cffc8b363ea4b3075b'},{'qtt/__init__.py'},TRUE,
pyscf/pyscf,6db9a9ae9c3ba4f183e90a8120576e04953db3c7,2017-12-08T03:01:26Z,"{'pyscf/cc/ccsd.py': 18, 'pyscf/cc/ccsd_grad.py': 15, 'pyscf/cc/ccsd_lambda.py': 31, 'pyscf/cc/ccsd_t_grad_slow.py': 240, 'pyscf/cc/ccsd_t_lambda_slow.py': 58, 'pyscf/cc/ccsd_t_rdm_slow.py': 145, 'pyscf/cc/gccsd_lambda.py': 10, 'pyscf/cc/test/test_ccsd_lambda.py': 4, 'pyscf/cc/test/test_gccsd_lambda.py': 2, 'pyscf/cc/test/test_uccsd_lambda.py': 4, 'pyscf/cc/uccsd_lambda.py': 43}",570,2,"{'1d7bd71d25cf3c1c687cc1b2fb62c224c3068153', '26de56dd303eafc3e22c75a65f2127dcc46b4296'}","{'pyscf/cc/ccsd_t_rdm_slow.py', 'pyscf/cc/uccsd_lambda.py', 'pyscf/cc/gccsd_lambda.py'}",TRUE,
cp2k/cp2k,a42a78c898187c62937d6397490c2104e7145e7c,2009-07-09T10:30:12Z,"{'src/dbcsr_operations.F': 2, 'src/preconditioner.F': 122}",124,3,"{'3f4e2fc9afe71156204a76a27a778777355e1f2f', 'b17994d8f5ab3c2c0cb7b81fd598866fdbf51a37', 'ed6c6bf8929c000c4a649e0400b6f9a4be622417'}",{'src/preconditioner.F'},TRUE,
QMCPACK/qmcpack,f2e8501de8b68b9b1cd61be902b05e6ee8ac7d16,2017-05-23T21:47:50Z,"{'CMake/macros.cmake': 28, 'manual/estimator/estimator_implementation.pdf': 0, 'manual/estimator/estimator_implementation.tex': 37, 'manual/hamiltonianobservable.tex': 88, 'tests/estimator/CMakeLists.txt': 36, 'tests/estimator/latdev/latdev_check.py': 22, 'tests/estimator/skinetic/skinetic_check.py': 40}",251,3,"{'4bbc8297f670e8f4526d318d0a2ded70a37164e5', 'f4c6cda59e1faadefa8c2799214f048b5483e20f', '3051c6c26b7aba81ad56a4cdf8fbf4140867a856'}","{'manual/estimator/estimator_implementation.tex', 'manual/hamiltonianobservable.tex'}",TRUE,
cp2k/cp2k,bec474c94156e70a312a636857273a285b81fc71,2008-11-20T15:56:05Z,"{'src/external_potential_methods.F': 52, 'src/input_cp2k_force_eval.F': 11, 'tests/Fist/regtest-6/TEST_FILES': 4, 'tests/Fist/regtest-6/extern_pot-test-01.inp': 62, 'tests/Fist/regtest-6/extern_pot-test-02.inp': 58, 'tests/Fist/regtest-6/extern_pot-test-03.inp': 53}",240,2,"{'35fc6d2d33a098e31f9dca00faf937bec2136ccb', 'b5f3e387bc5b71ebdc9aa26b8c3561d1ca9eeb13'}","{'tests/Fist/regtest-6/TEST_FILES', 'src/external_potential_methods.F'}",TRUE,
qutip/qutip,d22fbd1f327e293b27b5b74c561e7661e85eef6d,2014-03-06T06:33:29Z,{'qutip/stochastic.py': 14},14,1,{'92e6d8eca86ae25b9b5c59219ec7d7c7226d2be7'},{'qutip/stochastic.py'},TRUE,
microsoft/Quantum,fa87794bde630be666ff401891221a9618f579b8,2018-11-06T22:55:49Z,"{'.travis.yml': 26, 'Chemistry/AnalyzeHamiltonian/1-AnalyzeHamiltonian.csproj': 4, 'Chemistry/CreateHubbardHamiltonian/CreateHubbardHamiltonian.csproj': 4, 'Chemistry/GetGateCount/3-GetGateCount.csproj': 6, 'Chemistry/LithiumHydrideGUI/LithiumHydrideGUI.csproj': 4, 'Chemistry/MolecularHydrogen/MolecularHydrogen.csproj': 6, 'Chemistry/MolecularHydrogenGUI/MolecularHydrogenGUI.csproj': 4, 'Chemistry/RunSimulation/2-RunSimulation.csproj': 8, 'Chemistry/SimulateHubbardHamiltonian/SimulateHubbardHamiltonian.csproj': 6, 'README.md': 0, 'Samples/src/AdiabaticIsing/AdiabaticIsingSample.csproj': 4, 'Samples/src/BitFlipCode/BitFlipCode.csproj': 4, 'Samples/src/DatabaseSearch/DatabaseSearchSample.csproj': 4, 'Samples/src/H2SimulationCmdLine/H2SimulationSampleCmdLine.csproj': 4, 'Samples/src/H2SimulationGUI/H2SimulationGUI.csproj': 4, 'Samples/src/HubbardSimulation/HubbardSimulationSample.csproj': 4, 'Samples/src/IntegerFactorization/IntegerFactorization.csproj': 4, 'Samples/src/IsingGenerators/IsingGeneratorsSample.csproj': 4, 'Samples/src/IsingPhaseEstimation/IsingPhaseEstimationSample.csproj': 4, 'Samples/src/IsingTrotterEvolution/IsingTrotterSample.csproj': 4, 'Samples/src/Measurement/Measurement.csproj': 4, 'Samples/src/OpenQasm/OpenQasm.csproj': 4, 'Samples/src/PhaseEstimation/PhaseEstimationSample.csproj': 4, 'Samples/src/PythonInterop/PythonInterop.csproj': 4, 'Samples/src/PythonInterop/environment.yml': 4, 'Samples/src/Qiskit/Qiskit.csproj': 4, 'Samples/src/ReversibleLogicSynthesis/ReversibleLogicSynthesis.csproj': 4, 'Samples/src/SimpleAlgorithms/SimpleAlgorithms.csproj': 4, 'Samples/src/SimpleIsing/SimpleIsingSample.csproj': 2, 'Samples/src/Teleportation/TeleportationSample.csproj': 4, 'Samples/src/UnitTesting/UnitTesting.csproj': 6, 'Samples/tests/SampleTests/SampleTests.csproj': 4}",156,1,{'074e37574d1fc542b5e425fdde86d8e50ebd8d3e'},{'Samples/src/PythonInterop/environment.yml'},TRUE,
deepchem/deepchem,a217b7f814c435c8212586b3435fb4cc96f88258,2016-03-29T19:27:19Z,"{'deepchem/datasets/__init__.py': 35, 'deepchem/models/__init__.py': 23, 'deepchem/transformers/__init__.py': 3}",61,1,{'5a2a977015834cfe0d6b26d07fbe92a1f549fa38'},{'deepchem/datasets/__init__.py'},TRUE,
BBN-Q/pyqgl2,a94f8f81e3772ff7bfc2547d5a44f9a27781e467,2016-05-24T17:50:54Z,{'src/python/pyqgl2/flatten.py': 19},19,3,"{'2046d547729c7d5669507b6cbae46aa69a3746dd', '5b0316f4a59eac571e590a95fefafa014d7b3f02', '874d95a0031a4a625a74b0cd73fd2069a580549f'}",{'src/python/pyqgl2/flatten.py'},TRUE,
pyscf/pyscf,0757aa34ec2a11833ad0f94d85f2fabf03d5bcd4,2016-10-01T03:24:19Z,"{'cc/ccsd_t.py': 166, 'cc/ccsd_t_slow.py': 174, 'cc/test/test_ccsd_lambda.py': 2, 'cc/test/test_ccsd_t.py': 29, 'lib/cc/CMakeLists.txt': 2, 'lib/cc/ccsd_t.c': 281}",654,4,"{'4ee6fe60b425e746cbdb4b3f7e270bf8c5c6cf6f', '83a2d2af414e8595677e4d3d7f2d93a26330e297', 'd11a8528bb3e036c774baf34c6d3207490f93644', 'f831d7acfdcc3fd167d46d6504f654417e2699db'}","{'cc/test/test_ccsd_t.py', 'pyscf/cc/ccsd_t.py', 'pyscf/cc/test/test_ccsd_t.py', 'cc/ccsd_t.py'}",TRUE,
BBN-Q/pyqgl2,a29ad125d1662023231fef50e27ee697ded4c333,2016-09-24T18:31:52Z,{'src/python/qgl2/basic_sequences/DecouplingMin.py': 8},8,1,{'b3bff13f83081af9987d1d91ce1ba2df96836a9c'},{'src/python/qgl2/basic_sequences/DecouplingMin.py'},TRUE,
votca/xtp,c649c685a54e6e8a8742d0c9fb83440eccaa0825,2018-04-12T09:10:59Z,"{'include/votca/xtp/checkpoint.h': 16, 'include/votca/xtp/orbitals.h': 56, 'src/libxtp/checkpoint.cc': 13, 'src/libxtp/orbitals.cc': 100, 'src/tests/test_hdf5.cc': 8}",193,2,"{'749a94d0fe0c03c0b6bc7510e8764ca8fd7d7629', '19bdf434b6c54e9884dc4f3769fbe0a3c0f3f106'}","{'src/tests/test_hdf5.cc', 'src/libxtp/orbitals.cc'}",FALSE,
BBN-Q/PyQLab,5e82df6e72956e0e9f157fa31cdb7fb6f16be4fc,2013-12-11T18:28:23Z,"{'DictManager.py': 5, 'DictManagerView.enaml': 3, 'widgets/qt_list_str_widget.py': 12}",20,1,{'c4f76d5b3253dd26385c420eceef761c79045f19'},{'DictManager.py'},TRUE,
QMCPACK/qmcpack,568914fbcbf807bb212c3b3c66c4c5c7dade6e43,2006-09-04T16:48:11Z,{'src/QMCDrivers/DMC/DMCNonLocalUpdate.cpp': 79},79,1,{'21762b0d990ebe45875ce9f2215f4005fcb52a17'},{'src/QMCDrivers/DMC/DMCNonLocalUpdate.cpp'},TRUE,
hande-qmc/hande,fb61f4d94159d7ecd71cb8829bfc37cb4f95495c,2016-11-02T00:01:55Z,"{'src/ccmc.F90': 48, 'src/fciqmc.f90': 26}",74,1,{'fd5961bc1bc04e1150ed1c63baa4de305d2104b6'},{'src/fciqmc.f90'},TRUE,
QMCPACK/qmcpack,85e57e26fb0f7e52d508899c31f43c019c0387d2,2019-06-20T23:39:34Z,"{'src/Particle/ParticleSet.cpp': 2, 'src/Particle/tests/test_particle.cpp': 46}",48,1,{'f8b2159fc6c60033a5d0fc461837765890eeb170'},{'src/Particle/ParticleSet.cpp'},TRUE,
cp2k/cp2k,d32b3a09acd82c46578b409aa24ae30279b6ed00,2008-06-25T11:55:19Z,"{'src/input_cp2k_dft.F': 5, 'src/preconditioner.F': 142, 'tests/DFTB/regtest-scc/TEST_FILES_RESET': 2, 'tests/QS/regtest-ot-refine-2/TEST_FILES': 18}",167,5,"{'12cb8068313edbdbd3257abcafeab9085301bcd1', 'b5f3e387bc5b71ebdc9aa26b8c3561d1ca9eeb13', '46f943c2416ed316c3e993c0600fe22a56962545', '3f079248348631e7dc7f99e4a2d942a5e4f7fd2b', '8d07e284dfdf1a5fbe112346d61b274bfdd8ab75'}","{'tests/QS/regtest-ot-refine-2/TEST_FILES', 'src/preconditioner.F', 'src/input_cp2k_dft.F'}",FALSE,
